"","Observation_number","Age","Emp_length","Rate","Class","Default","Cred_length","Scaled_Amount","Scaled_Income"
"28115",17323,29,4,10.37,1,0,6,0.101449275362319,0.00253502334889927
"28116",17324,28,4,18.62,1,1,9,0.710144927536232,0.0101746164109406
"28120",17325,31,9,7.49,0,0,9,0.217391304347826,0.00850567044696464
"28121",17326,31,4,14.72,1,1,6,0.0434782608695652,0.00113408939292862
"28122",17327,27,4,7.49,0,0,10,0.0666666666666667,0.00733822548365577
"28123",17328,27,10,10.99,0,0,6,0.299275362318841,0.0067761841227485
"28124",17329,30,8,11.12,0,0,8,0.217391304347826,0.0111741160773849
"28125",17330,27,11,11.71,0,0,8,0.101449275362319,0.0170113408939293
"28126",17331,34,5,17.56,0,1,8,0.130434782608696,0.0210140093395597
"28129",17332,35,3,11.49,0,0,8,0.217391304347826,0.0268512341561041
"28130",17333,33,3,15.68,0,0,8,0.333333333333333,0.020180787191461
"28132",17334,32,0,7.91,0,0,8,0.130434782608696,0.00353569046030687
"28133",17335,28,12,12.69,0,0,5,0.101449275362319,0.00658772515010007
"28135",17336,31,9,11.36,0,0,9,0.0594202898550725,0.0103402268178786
"28136",17337,28,11,16.95,1,1,8,0.246376811594203,0.0368579052701801
"28137",17338,35,0,12.21,0,0,9,0.565217391304348,0.0135090060040027
"28138",17339,33,7,15.23,1,1,7,0.91304347826087,0.00833889259506338
"28139",17340,33,2,7.88,0,0,9,0.223188405797101,0.00650366911274183
"28140",17341,32,5,6.76,0,0,10,0.263768115942029,0.00767178118745831
"28142",17342,29,11,10.99,0,0,8,0.101449275362319,0.00850567044696464
"28143",17343,31,15,12.42,1,0,9,0.372463768115942,0.00650433622414943
"28144",17344,28,12,10.78,1,1,6,0.0478260869565217,0.00117228152101401
"28145",17345,27,11,12.42,0,0,8,0.130434782608696,0.0160106737825217
"28147",17346,32,10,8.88,0,0,9,0.159420289855072,0.0156864576384256
"28148",17347,29,8,7.49,1,0,7,0.202898550724638,0.00833889259506338
"28149",17348,31,15,7.88,0,0,7,0.333333333333333,0.0226817878585724
"28151",17349,28,5,6.91,0,0,6,0.333333333333333,0.0126757838559039
"28152",17350,28,5,9.45,0,0,8,0.565217391304348,0.00675450300200133
"28155",17351,29,3,7.88,0,0,8,0.159420289855072,0.00917278185456971
"28159",17352,27,8,7.29,0,0,5,0.356521739130435,0.0166777851901268
"28160",17353,28,5,10.99,0,0,10,0.101449275362319,0.00266844563042028
"28161",17354,35,8,11.97,0,0,10,0.0434782608695652,0.00733822548365577
"28162",17355,29,6,13.57,1,0,5,0.298550724637681,0.00466977985323549
"28163",17356,34,5,7.29,0,0,7,0.27536231884058,0.00833889259506338
"28164",17357,27,11,13.48,0,0,5,0.507246376811594,0.0151767845230153
"28166",17358,27,11,9.32,0,0,9,0.171014492753623,0.00600400266844563
"28168",17359,31,12,12.73,0,1,6,0.623188405797101,0.00550366911274183
"28170",17360,33,15,9.88,1,0,9,0.420289855072464,0.00600400266844563
"28172",17361,31,4,14.42,0,1,9,0.27536231884058,0.00533689126084056
"28174",17362,35,3,7.9,1,0,6,0.217391304347826,0.00366911274182789
"28176",17363,33,0,14.65,1,1,9,0.246376811594203,0.0165110073382255
"28177",17364,31,7,8,0,0,7,0.188405797101449,0.0102068045363576
"28178",17365,34,3,7.88,0,0,10,0.333333333333333,0.00722148098732488
"28179",17366,28,12,5.99,0,0,7,0.43768115942029,0.0136757838559039
"28180",17367,28,2,17.74,1,1,6,0.576811594202899,0.00783855903935957
"28183",17368,32,3,7.51,0,0,5,0.420289855072464,0.00675450300200133
"28184",17369,33,3,6.39,0,0,6,0.0927536231884058,0.00967311541027352
"28186",17370,32,17,10.37,0,0,9,0.159420289855072,0.0183455637091394
"28187",17371,30,3,10.75,0,0,5,0.507246376811594,0.0128619079386258
"28188",17372,30,14,13.49,1,0,6,0.310144927536232,0.0103402268178786
"28189",17373,29,2,13.72,0,1,8,0.565217391304348,0.0146764509673115
"28192",17374,28,12,11.83,0,0,5,0.652173913043478,0.0260173448965977
"28193",17375,35,2,13.49,0,0,8,0.0144927536231884,0.0120080053368913
"28196",17376,30,9,8.9,0,0,8,0.188405797101449,0.0110073382254837
"28197",17377,30,0,8.94,0,0,7,0.171014492753623,0.00693795863909273
"28198",17378,34,18,11.71,0,0,7,0.797101449275362,0.00967311541027352
"28199",17379,31,5,7.51,1,0,8,0.159420289855072,0.0125076717811875
"28200",17380,32,4,7.51,0,0,5,0.246376811594203,0.00700466977985324
"28201",17381,29,3,15.27,1,0,10,0.420289855072464,0.0100066711140761
"28203",17382,27,1,10.59,0,0,6,0.471014492753623,0.00500333555703803
"28204",17383,29,1,13.16,0,1,5,0.333333333333333,0.0111741160773849
"28205",17384,30,7,11.83,0,0,10,0.420289855072464,0.00533689126084056
"28208",17385,30,2,12.62,0,0,9,0.594202898550725,0.0243495663775851
"28209",17386,32,0,13.48,0,0,5,0.072463768115942,0.00350233488992662
"28211",17387,28,3,5.79,0,0,5,0.304347826086957,0.0176784523015344
"28213",17388,30,3,14.42,1,0,9,0.333333333333333,0.00450300200133422
"28214",17389,30,1,14.54,1,0,10,0.402898550724638,0.0183675783855904
"28215",17390,32,5,7.14,0,0,6,0.27536231884058,0.00867244829886591
"28216",17391,32,11,13.22,0,1,10,0.565217391304348,0.014342895263509
"28218",17392,27,1,11.48,0,0,8,0.072463768115942,0.00575383589059373
"28219",17393,27,8,6.99,0,0,8,0.188405797101449,0.00933955970647098
"28220",17394,33,8,16.29,0,0,9,0.0202898550724638,0.0107965310206805
"28221",17395,31,15,7.88,0,0,5,0.379710144927536,0.0106737825216811
"28222",17396,27,5,11.99,0,0,9,0.565217391304348,0.0161724482988659
"28226",17397,28,11,18.64,1,1,5,0.101449275362319,0.0061707805203469
"28227",17398,28,2,9.96,0,0,9,0.565217391304348,0.0116731154102735
"28228",17399,27,3,6.91,0,0,8,0.144927536231884,0.00273515677118079
"28229",17400,34,0,21.36,1,0,7,0.0579710144927536,0.00413609072715143
"28233",17401,32,5,13.11,0,1,5,0.115942028985507,0.00383589059372915
"28239",17402,34,2,16.32,1,1,9,0.710144927536232,0.0431961307538359
"28242",17403,28,4,14.84,0,0,8,0.420289855072464,0.0341894596397598
"28243",17404,35,3,13.85,0,0,5,0.565217391304348,0.0163442294863242
"28245",17405,27,3,7.49,0,0,9,0.565217391304348,0.0126751167444963
"28246",17406,34,1,11.78,0,1,7,0.420289855072464,0.0106737825216811
"28248",17407,32,3,10.37,0,0,7,0.123188405797101,0.00266844563042028
"28250",17408,30,6,7.9,0,0,10,0.0289855072463768,0.0164342895263509
"28253",17409,30,4,6.03,0,0,5,0.333333333333333,0.00817211474316211
"28254",17410,35,8,8.94,0,0,8,0.27536231884058,0.126417611741161
"28255",17411,28,1,12.69,0,0,8,0.159420289855072,0.0180120080053369
"28256",17412,27,5,15.95,1,0,9,0.710144927536232,0.0146430953969313
"28257",17413,29,13,20.16,1,1,9,0.710144927536232,0.00933955970647098
"28259",17414,32,0,8.59,0,0,5,0.333333333333333,0.0210140093395597
"28260",17415,28,2,15.31,1,1,8,0.565217391304348,0.0173448965977318
"28261",17416,30,14,9.91,0,0,9,0.188405797101449,0.0210140093395597
"28263",17417,32,0,16.02,0,0,8,0.217391304347826,0.00493662441627752
"28265",17418,33,16,16.4,0,1,10,0.27536231884058,0.00780520346897932
"28268",17419,32,1,6.62,1,0,10,0.226811594202899,0.00250166777851901
"28269",17420,29,8,12.12,0,0,7,0.267391304347826,0.00767178118745831
"28270",17421,34,19,10.99,0,0,10,0.449275362318841,0.0156771180787191
"28273",17422,31,1,11.48,0,0,6,0.202898550724638,0.00873915943962642
"28274",17423,34,4,7.66,0,0,6,0.363768115942029,0.0147598398932622
"28276",17424,34,7,11.71,0,0,10,0.228985507246377,0.00733822548365577
"28277",17425,28,6,10.99,0,0,8,0.779710144927536,0.0173448965977318
"28279",17426,32,7,7.49,0,0,5,0.101449275362319,0.00683789192795197
"28280",17427,30,11,12.73,1,1,8,0.130434782608696,0.00683789192795197
"28281",17428,34,2,10.99,1,0,5,0.420289855072464,0.00517011340893929
"28284",17429,30,2,13.06,1,1,10,0.420289855072464,0.00560373582388259
"28285",17430,28,5,11.99,1,0,10,0.420289855072464,0.00733822548365577
"28286",17431,35,0,5.42,0,0,6,0.173188405797101,0.00433622414943296
"28287",17432,28,0,11.11,1,0,8,0.072463768115942,0.00517011340893929
"28288",17433,28,12,10.75,0,0,8,0.159420289855072,0.00702084723148766
"28289",17434,28,2,8.59,0,0,10,0.27536231884058,0.00675450300200133
"28291",17435,29,1,16.07,1,1,9,0.17463768115942,0.00466977985323549
"28295",17436,27,0,7.9,0,0,8,0.217391304347826,0.00767178118745831
"28296",17437,32,0,7.88,1,0,6,0.123188405797101,0.00233488992661775
"28297",17438,34,2,6.91,0,0,5,0.217391304347826,0.0100066711140761
"28298",17439,30,4,11.11,0,0,9,0.565217391304348,0.0131754503002001
"28301",17440,35,14,6.62,0,0,8,0.27536231884058,0.0160106737825217
"28302",17441,32,15,14.42,0,1,10,0.0550724637681159,0.028685790527018
"28303",17442,28,4,6.62,0,0,6,0.565217391304348,0.00850567044696464
"28307",17443,32,7,7.49,0,0,10,0.0608695652173913,0.00533689126084056
"28309",17444,35,0,8.59,0,0,8,0.27536231884058,0.0145096731154103
"28310",17445,29,2,7.51,0,0,5,0.391304347826087,0.00933955970647098
"28311",17446,29,0,5.79,0,0,9,0.27536231884058,0.0201801200800534
"28313",17447,32,10,6.99,0,0,5,0.391304347826087,0.0111741160773849
"28314",17448,30,7,19.69,1,0,9,1,0.0359072715143429
"28316",17449,29,7,5.99,0,0,5,0.238405797101449,0.0117344896597732
"28317",17450,30,0,11.58,0,0,8,0.159420289855072,0.0056704469646431
"28319",17451,33,7,9.99,0,0,7,0.27536231884058,0.00767178118745831
"28320",17452,30,0,13.61,0,1,6,0.420289855072464,0.0110073382254837
"28323",17453,34,13,6.54,0,0,6,0.565217391304348,0.0110073382254837
"28324",17454,28,4,7.49,0,0,8,0.420289855072464,0.00767178118745831
"28325",17455,29,3,6.62,0,0,9,0.217391304347826,0.00973982655103402
"28328",17456,28,1,7.37,1,0,10,0.217391304347826,0.00917344896597732
"28329",17457,30,7,14.84,0,1,5,0.159420289855072,0.00933955970647098
"28330",17458,28,5,12.42,0,0,9,0.12463768115942,0.00633755837224817
"28331",17459,28,0,6.54,0,0,7,0.0681159420289855,0.0185123415610407
"28332",17460,34,0,15.7,1,0,10,0.356521739130435,0.0108405603735824
"28333",17461,30,9,16.77,0,1,9,0.246376811594203,0.00600400266844563
"28336",17462,27,2,11.86,0,0,8,0.420289855072464,0.00933955970647098
"28337",17463,30,0,7.66,0,0,5,0.217391304347826,0.00933955970647098
"28339",17464,35,16,13.98,0,1,10,0.173913043478261,0.00683789192795197
"28340",17465,30,5,5.99,0,0,10,0.107246376811594,0.0135090060040027
"28344",17466,29,4,13.72,0,0,8,0.0550724637681159,0.0151767845230153
"28346",17467,29,1,12.21,1,0,10,0.333333333333333,0.00533689126084056
"28348",17468,35,1,12.69,0,0,9,0.144927536231884,0.00266844563042028
"28349",17469,33,2,5.42,0,0,10,0.159420289855072,0.00517011340893929
"28353",17470,33,4,11.48,0,0,5,0.217391304347826,0.00967311541027352
"28355",17471,29,13,5.99,0,0,6,0.217391304347826,0.00466977985323549
"28356",17472,27,11,8.88,0,0,9,0.449275362318841,0.014342895263509
"28357",17473,32,0,9.99,1,0,6,0.130434782608696,0.00253502334889927
"28358",17474,32,0,17.58,1,1,5,0.420289855072464,0.0161774516344229
"28359",17475,29,14,12.69,0,0,7,0.449275362318841,0.0326884589726484
"28360",17476,32,15,5.99,0,0,7,0.420289855072464,0.0152101400933956
"28362",17477,31,3,7.9,0,0,5,0.565217391304348,0.0161774516344229
"28364",17478,27,3,6.62,1,0,5,0.26304347826087,0.00258472314876584
"28365",17479,32,2,16.77,1,0,6,0.2,0.00450300200133422
"28366",17480,28,7,11.71,0,0,8,0.0579710144927536,0.0106737825216811
"28368",17481,29,9,8,0,0,6,0.27536231884058,0.00800533689126084
"28370",17482,32,4,9.32,0,0,10,0.246376811594203,0.0135083388925951
"28371",17483,34,5,10.62,0,0,6,0.688405797101449,0.014342895263509
"28374",17484,34,0,9.88,0,0,5,0.0898550724637681,0.00373582388258839
"28375",17485,29,0,12.99,0,0,8,0.333333333333333,0.00683789192795197
"28377",17486,27,11,6.91,1,0,5,0.565217391304348,0.00600400266844563
"28380",17487,33,0,12.53,0,1,6,0.072463768115942,0.00350233488992662
"28381",17488,27,10,11.86,0,0,6,0.147826086956522,0.00817278185456971
"28382",17489,27,11,15.62,1,1,10,0.594202898550725,0.010390260173449
"28383",17490,28,7,12.69,0,0,8,0.565217391304348,0.0100148432288192
"28384",17491,28,0,13.35,0,1,7,0.27536231884058,0.021187458305537
"28385",17492,27,5,13.48,0,1,8,0.27536231884058,0.00517011340893929
"28386",17493,27,5,15.96,0,0,9,0.797101449275362,0.0385256837891928
"28389",17494,28,8,16.02,1,0,5,0.521739130434783,0.00773849232821881
"28391",17495,31,1,13.47,0,0,5,0.27536231884058,0.01184122748499
"28392",17496,32,0,18.64,1,1,10,0.942028985507246,0.0165110073382255
"28393",17497,30,3,10.75,1,0,6,0.420289855072464,0.00643162108072048
"28395",17498,27,1,11.36,0,0,8,0.565217391304348,0.0126751167444963
"28396",17499,27,1,13.16,1,0,7,0.507246376811594,0.00686290860573716
"28397",17500,27,1,12.21,0,0,8,0.217391304347826,0.00517011340893929
"28400",17501,29,13,6.62,0,0,6,0.449275362318841,0.0233488992661775
"28401",17502,27,2,8.07,0,0,8,0.260869565217391,0.00983989326217478
"28403",17503,28,3,12.53,0,0,8,0.136231884057971,0.00775517011340894
"28405",17504,27,2,7.14,0,0,7,0.188405797101449,0.019346230820547
"28406",17505,28,12,10,0,0,6,0.420289855072464,0.0176784523015344
"28407",17506,27,1,6.03,0,0,7,0.333333333333333,0.0160106737825217
"28408",17507,32,3,14.96,0,1,5,0.333333333333333,0.0088032021347565
"28409",17508,27,2,6.03,1,0,6,0.101449275362319,0.00733822548365577
"28412",17509,35,11,7.66,0,0,8,0.405797101449275,0.0100066711140761
"28413",17510,31,1,10.99,0,0,5,0.27536231884058,0.0141761174116077
"28414",17511,31,15,9.63,0,0,5,0.0550724637681159,0.0170113408939293
"28415",17512,27,3,11.99,0,0,7,0.391304347826087,0.019346230820547
"28416",17513,28,0,11.86,0,0,8,0.130434782608696,0.00333555703802535
"28417",17514,29,13,7.51,0,0,5,0.376811594202899,0.00933955970647098
"28419",17515,28,8,11.71,0,0,6,0.217391304347826,0.0135090060040027
"28420",17516,30,3,14.96,0,1,7,0.681159420289855,0.0435290193462308
"28421",17517,34,2,11.49,0,0,10,0.263768115942029,0.0203468979319546
"28422",17518,33,5,16.49,0,0,9,0.420289855072464,0.0136757838559039
"28423",17519,31,6,6.03,0,0,6,0.147826086956522,0.00750500333555704
"28425",17520,28,3,16.29,1,0,8,0.246376811594203,0.010461140760507
"28426",17521,28,12,7.66,0,0,5,0.469565217391304,0.00490326884589727
"28428",17522,33,1,10.39,0,0,9,0.710144927536232,0.0160106737825217
"28429",17523,33,0,13.72,0,0,5,0.217391304347826,0.0153435623749166
"28431",17524,29,2,12.53,1,0,8,0.0289855072463768,0.0056711140760507
"28432",17525,31,9,16.63,1,0,6,0.623188405797101,0.00933955970647098
"28433",17526,31,12,13.85,0,1,9,0.420289855072464,0.021847898599066
"28434",17527,29,0,12.84,1,1,7,0.27536231884058,0.00400266844563042
"28437",17528,32,0,7.51,0,0,6,0.217391304347826,0.00373582388258839
"28439",17529,31,14,14.09,1,1,10,0.333333333333333,0.0390260173448966
"28440",17530,28,2,11.86,0,0,6,0.333333333333333,0.00637758505670447
"28441",17531,28,7,8.32,0,0,9,0.333333333333333,0.014342895263509
"28443",17532,29,1,12.87,0,0,5,0.492753623188406,0.019346230820547
"28446",17533,32,3,12.53,0,0,10,0.710144927536232,0.0372748498999333
"28447",17534,27,0,16.49,1,0,10,0.333333333333333,0.00833889259506338
"28449",17535,34,3,18.25,1,1,10,1,0.0121747831887925
"28454",17536,35,0,14.42,1,0,6,0.420289855072464,0.00600333555703803
"28455",17537,31,11,11.71,0,0,7,0.420289855072464,0.00933955970647098
"28456",17538,29,4,12.73,0,1,7,0.131884057971014,0.00767178118745831
"28457",17539,30,0,8.59,0,0,10,0.27536231884058,0.0326884589726484
"28459",17540,31,2,11.41,0,0,7,0.27536231884058,0.012425617078052
"28462",17541,33,3,8.32,0,0,9,0.101449275362319,0.0046704469646431
"28464",17542,27,4,7.14,0,0,6,0.228985507246377,0.019346230820547
"28465",17543,30,3,7.9,0,0,5,0.133333333333333,0.00433622414943296
"28466",17544,31,0,10.95,0,0,10,0.420289855072464,0.0126751167444963
"28467",17545,28,4,14.65,0,0,6,0.246376811594203,0.00683789192795197
"28468",17546,35,0,13.98,0,1,7,0.101449275362319,0.00933955970647098
"28471",17547,29,14,13.16,0,0,10,0.495652173913044,0.0121074049366244
"28473",17548,27,4,12.18,0,0,5,0.159420289855072,0.0123415610406938
"28474",17549,28,2,11.71,0,0,8,0.333333333333333,0.0203468979319546
"28475",17550,32,0,7.49,0,0,5,0.176811594202899,0.019346230820547
"28477",17551,27,2,12.69,0,0,6,0.305797101449275,0.019346230820547
"28478",17552,28,12,10.59,0,0,6,0.217391304347826,0.0066711140760507
"28479",17553,29,0,10.37,0,0,6,0.565217391304348,0.0426951300867245
"28481",17554,29,7,6.92,0,0,7,0.231884057971014,0.00933955970647098
"28482",17555,33,0,12.87,1,1,8,0.253623188405797,0.00300133422281521
"28488",17556,28,5,10.99,0,0,9,0.159420289855072,0.00933955970647098
"28491",17557,28,2,5.79,0,0,10,0.130434782608696,0.00927284856571047
"28492",17558,33,3,8.49,0,0,8,0.246376811594203,0.00933955970647098
"28493",17559,27,1,7.74,0,0,5,0.202898550724638,0.00453635757171448
"28494",17560,27,11,18.64,1,0,10,1,0.042361574382922
"28495",17561,29,3,9.99,0,0,9,0.0202898550724638,0.00850567044696464
"28498",17562,28,12,7.14,0,0,8,0.130434782608696,0.00917278185456971
"28499",17563,30,4,14.79,0,1,9,0.0144927536231884,0.00483655770513676
"28501",17564,35,14,11.58,0,0,8,0.231884057971014,0.00400200133422282
"28502",17565,31,4,19.41,1,0,7,0.449275362318841,0.0115076717811875
"28503",17566,30,0,10.95,0,0,9,0.101449275362319,0.00500333555703803
"28504",17567,31,6,11.99,1,0,6,0.594202898550725,0.0113408939292862
"28505",17568,34,18,5.79,0,0,7,0.0434782608695652,0.00633755837224817
"28506",17569,30,6,12.23,0,1,9,0.420289855072464,0.0104883255503669
"28507",17570,35,2,11.99,0,0,8,0.228985507246377,0.0135090060040027
"28508",17571,27,5,8.49,0,0,9,0.0579710144927536,0.02368245496998
"28509",17572,29,0,15.62,1,1,8,0.0768115942028986,0.0103402268178786
"28510",17573,29,0,11.36,0,0,8,0.0869565217391304,0.00706204136090727
"28511",17574,29,4,10.37,0,0,10,0.710144927536232,0.0155103402268179
"28512",17575,29,13,7.49,0,0,5,0.27536231884058,0.00983989326217478
"28513",17576,28,0,9.63,1,0,8,0.179710144927536,0.00158438959306204
"28514",17577,28,3,10.59,0,0,7,0.130434782608696,0.00770113408939293
"28515",17578,34,3,12.73,0,1,10,0.420289855072464,0.0127251501000667
"28516",17579,29,0,5.42,0,0,5,0.130434782608696,0.00817211474316211
"28517",17580,27,1,7.51,0,0,10,0.202898550724638,0.014342895263509
"28518",17581,27,2,9.63,0,0,5,0.391304347826087,0.01184122748499
"28520",17582,30,1,10.99,0,0,7,0.173913043478261,0.00850567044696464
"28522",17583,31,2,10,0,0,7,0.507246376811594,0.0106737825216811
"28524",17584,29,6,7.29,0,0,10,0.072463768115942,0.00767178118745831
"28528",17585,33,17,7.66,0,0,5,0.28695652173913,0.0120493662441628
"28530",17586,29,2,7.88,0,0,5,0.27536231884058,0.0135090060040027
"28531",17587,28,2,8.9,0,0,5,0.333333333333333,0.0115410273515677
"28532",17588,30,1,7.12,0,0,5,0.072463768115942,0.00943962641761174
"28533",17589,27,4,7.49,0,0,9,0.27536231884058,0.014342895263509
"28534",17590,27,8,10.37,0,0,9,0.333333333333333,0.00600400266844563
"28536",17591,27,3,7.88,1,0,8,0.36231884057971,0.00433622414943296
"28537",17592,32,16,11.83,0,0,10,0.710144927536232,0.057371581054036
"28539",17593,27,11,10.65,0,0,5,0.27536231884058,0.0110073382254837
"28540",17594,32,3,14.74,0,1,6,0.356521739130435,0.01184122748499
"28541",17595,34,1,13.61,0,1,7,0.101449275362319,0.00533689126084056
"28543",17596,28,3,9.63,0,0,6,0.0898550724637681,0.0130587058038692
"28545",17597,29,13,14.72,0,1,5,0.130434782608696,0.00683639092728486
"28546",17598,31,0,12.18,0,0,5,0.688405797101449,0.00933955970647098
"28547",17599,28,12,18.3,0,0,7,0.695652173913043,0.0146764509673115
"28548",17600,31,1,11.97,0,0,8,0.594202898550725,0.0245163442294863
"28549",17601,27,0,7.29,0,0,6,0.333333333333333,0.0185123415610407
"28551",17602,29,7,7.29,0,0,8,0.333333333333333,0.0115076717811875
"28552",17603,32,2,7.75,0,0,5,0.271014492753623,0.0110073382254837
"28553",17604,31,15,6.03,0,0,5,0.246376811594203,0.00522881921280854
"28555",17605,33,0,11.83,0,0,5,0.492753623188406,0.021847898599066
"28556",17606,27,7,12.69,0,0,10,0.2,0.0126751167444963
"28557",17607,27,0,13.49,1,0,10,0.650724637681159,0.00800533689126084
"28558",17608,28,1,15.31,0,0,10,0.202898550724638,0.00483655770513676
"28559",17609,32,2,12.73,0,1,5,0.159420289855072,0.00383589059372915
"28560",17610,32,5,7.49,0,0,6,0.101449275362319,0.00500333555703803
"28562",17611,34,9,12.99,0,1,8,0.359420289855072,0.0293529019346231
"28565",17612,32,5,11.11,0,0,9,0.420289855072464,0.0116744496330887
"28567",17613,32,0,12.87,0,1,10,0.36231884057971,0.0123415610406938
"28568",17614,30,15,9.99,0,0,5,0.144927536231884,0.0115076717811875
"28571",17615,30,0,9.99,0,0,9,0.130434782608696,0.00275517011340894
"28575",17616,31,15,5.42,0,0,10,0.246376811594203,0.0130086724482989
"28578",17617,27,12,5.42,0,0,6,0.333333333333333,0.00973982655103402
"28581",17618,27,3,11.48,0,0,10,0.159420289855072,0.00933955970647098
"28582",17619,27,2,10.75,0,0,8,0.101449275362319,0.00418945963975984
"28584",17620,28,12,12.29,1,0,5,0.0463768115942029,0.00784573048699133
"28585",17621,29,9,6.99,0,0,7,0.130434782608696,0.00600400266844563
"28586",17622,27,3,7.88,0,0,5,0.246376811594203,0.0110366911274183
"28587",17623,28,5,12.29,1,1,8,0.131884057971014,0.00867244829886591
"28588",17624,29,13,7.88,0,0,10,0.333333333333333,0.016844563042028
"28589",17625,30,4,9.62,0,0,7,0.0550724637681159,0.00813875917278186
"28590",17626,35,19,13.8,0,0,8,0.0202898550724638,0.00650433622414943
"28592",17627,27,11,9.76,0,0,6,0.130434782608696,0.0056704469646431
"28595",17628,30,15,11.14,0,0,5,0.420289855072464,0.0103402268178786
"28597",17629,27,3,8.49,0,0,9,0.027536231884058,0.00693795863909273
"28598",17630,28,12,6.76,0,0,9,0.217391304347826,0.0172388258839226
"28599",17631,34,0,13.85,1,1,8,0.420289855072464,0.0105723815877252
"28600",17632,28,13,8.59,0,0,9,0.36231884057971,0.0160106737825217
"28603",17633,30,2,12.42,1,0,9,0.558695652173913,0.00752334889926618
"28604",17634,28,2,10.59,0,0,8,0.0434782608695652,0.00413609072715143
"28606",17635,27,11,7.49,0,0,9,0.217391304347826,0.0101734489659773
"28608",17636,34,4,7.9,0,0,9,0.110144927536232,0.00433622414943296
"28609",17637,32,3,10.38,0,0,10,0.130434782608696,0.0226817878585724
"28610",17638,27,0,8.9,0,0,10,0.202898550724638,0.01184122748499
"28611",17639,32,5,9.88,0,0,7,0.27536231884058,0.0134182788525684
"28612",17640,34,19,13.61,0,1,8,0.130434782608696,0.014342895263509
"28613",17641,27,2,13.79,0,0,7,0.194202898550725,0.00591727818545697
"28615",17642,28,4,16.77,1,0,10,0.27536231884058,0.00416944629753169
"28616",17643,28,4,14.61,1,0,8,0.23768115942029,0.00405603735823883
"28617",17644,29,11,7.9,0,0,7,1,0.019079386257505
"28618",17645,28,1,7.51,0,0,9,0.130434782608696,0.00350233488992662
"28619",17646,27,0,6.76,0,0,6,0.101449275362319,0.0085390260173449
"28620",17647,28,12,13.61,1,0,10,0.27536231884058,0.00717211474316211
"28621",17648,31,5,11.34,0,0,6,0.449275362318841,0.0135090060040027
"28623",17649,31,11,6.92,0,0,6,0.333333333333333,0.014342895263509
"28624",17650,33,17,6.99,0,0,7,0.27536231884058,0.0231827885256838
"28625",17651,27,2,13.48,0,0,7,0.297101449275362,0.00767178118745831
"28626",17652,27,12,13.99,0,1,7,0.130434782608696,0.0101734489659773
"28627",17653,27,11,10.37,0,0,9,0.0144927536231884,0.00788825883922615
"28628",17654,35,5,6.91,0,0,8,0.188405797101449,0.00533689126084056
"28629",17655,31,8,10.99,0,0,9,0.333333333333333,0.00834723148765844
"28630",17656,32,16,7.49,0,0,10,0.217391304347826,0.00767178118745831
"28631",17657,34,6,15.68,0,1,9,0.289855072463768,0.00933955970647098
"28632",17658,27,1,13.11,0,1,5,0.159420289855072,0.00266844563042028
"28633",17659,35,4,6.17,1,0,5,0.405797101449275,0.00466977985323549
"28634",17660,33,3,12.73,0,1,10,0.157971014492754,0.101400933955971
"28635",17661,33,3,13.57,0,1,9,0.27536231884058,0.0176784523015344
"28636",17662,31,1,10.71,0,0,6,0.27536231884058,0.00767178118745831
"28637",17663,28,11,6.17,0,0,8,0.159420289855072,0.0128418945963976
"28638",17664,34,2,7.14,0,0,10,0.246376811594203,0.00728819212808539
"28639",17665,31,0,12.53,1,1,7,0.297101449275362,0.00350166777851901
"28640",17666,33,5,7.49,0,0,7,0.246376811594203,0.0153435623749166
"28641",17667,31,5,7.91,1,0,8,0.391304347826087,0.00683789192795197
"28643",17668,28,11,7.51,0,0,7,0.130434782608696,0.0185123415610407
"28645",17669,35,3,6.62,0,0,10,0.356521739130435,0.0113408939292862
"28646",17670,29,1,8.7,0,0,7,0.495652173913044,0.0248498999332889
"28647",17671,30,2,12.98,0,0,7,0.228985507246377,0.00900533689126084
"28649",17672,34,3,10.25,1,0,5,0.710144927536232,0.00600400266844563
"28650",17673,27,4,7.9,1,0,10,0.797101449275362,0.0101734489659773
"28652",17674,35,1,14.46,1,0,8,0.246376811594203,0.00833889259506338
"28656",17675,30,0,15.57,1,0,5,0.0550724637681159,0.00500333555703803
"28658",17676,27,0,10.62,0,0,7,0.27536231884058,0.00733822548365577
"28661",17677,31,3,9.99,0,0,5,0.27536231884058,0.0153435623749166
"28662",17678,29,12,5.99,0,0,8,0.449275362318841,0.00583722481654436
"28664",17679,33,2,10.36,0,0,9,0.36231884057971,0.00550366911274183
"28665",17680,28,7,10.38,1,0,5,0.27536231884058,0.00433622414943296
"28666",17681,27,6,9.88,0,0,10,0.130434782608696,0.0057371581054036
"28667",17682,31,3,10.99,0,0,9,0.456521739130435,0.0123315543695797
"28668",17683,28,0,6.03,0,0,6,0.2,0.0226817878585724
"28670",17684,32,6,7.49,0,0,9,0.171014492753623,0.00683789192795197
"28671",17685,27,5,10.37,0,0,6,0.333333333333333,0.00767178118745831
"28674",17686,32,14,10.62,0,0,9,0.710144927536232,0.0326884589726484
"28675",17687,27,11,6.76,0,0,7,0.188405797101449,0.019346230820547
"28676",17688,27,2,10.65,0,0,10,0.391304347826087,0.00867244829886591
"28678",17689,28,5,13.48,1,0,5,0.449275362318841,0.0066711140760507
"28679",17690,33,8,13.06,0,0,9,0.565217391304348,0.0146764509673115
